Title,Link,Occupations,Companies,Company_location,Sepcs
Cost Accountant,https://wuzzuf.net/jobs/p/il0Rd5UWoehg-Cost-Accountant-Cilantro-Cairo-Egypt,Full TimeOn-site,Cilantro,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Accounting/Finance · Cost Accounting · Accounting
Mechanical Cost Engineer,https://wuzzuf.net/jobs/p/Ox6ew0lfNUq4-Mechanical-Cost-Engineer-SHM-Industries-Cairo-Egypt,Full TimeOn-site,SHM Industries,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Cost · Cost Estimation · Mechanical · Mechanical Engineering · Estimation · Steel · Maintenance · Management
Marketing Specialist,https://wuzzuf.net/jobs/p/aiJFNI0mROsu-Marketing-Specialist-Kandil-Steel-Cairo-Egypt,Full TimeOn-site,Kandil Steel,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Market Research · Research · Marketing
Business Development Manager,https://wuzzuf.net/jobs/p/mZFdfUFRTRpE-Business-Development-Manager-Sprints-ai-Cairo-Egypt,Full TimeOn-site,Sprints.ai,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 8 - 10 Yrs of Exp · Business Development · Engineering - Telecom/Technology · Education/Teaching · Business Development · Communication · sales skills · education techenelogy
Operations Specialist,https://wuzzuf.net/jobs/p/iSMbZCx6xOSy-Operations-Specialist-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt,Full TimeOn-site,Fawry for Banking Technology and Electronic Payments S.A.E,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Operations/Management · Communication · Administration
GIS Specialists,https://wuzzuf.net/jobs/p/Ak79NKvrJuRp-GIS-Specialists-United-ATS-Cairo-Egypt,Full TimeOn-site,United ATS,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Geographic Information System · Information Technology (IT) · GIS
Sales & Marketing Executive,https://wuzzuf.net/jobs/p/bWYSdRkraCj9-Sales-Marketing-Executive-Khobar-Saudi-Arabia,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Khobar, <!-- -->Saudi Arabia </span>",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Business Administration · Management · Market Research · Sales · sales skills · Sales Target · Marketing · Communication
SAP RE Consultant,https://wuzzuf.net/jobs/p/L6XpQRIa4eTZ-SAP-RE-Consultant-Better-Home-Cairo-Egypt,Full TimeOn-site,Better Home,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · SAP · Engineering
Sales Account Manager,https://wuzzuf.net/jobs/p/4mZlbZkXBFoL-Sales-Account-Manager-Target-Integrated-Systems-Cairo-Egypt,Full TimeOn-site,Target Integrated Systems,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Business Development · Sales/Retail · CRM · account manager · Sales · Sales Target · sales skills · Software · business · Communication
Artificial Intelligence( AI )Business Development,https://wuzzuf.net/jobs/p/lU6B0g2X9LbC-Artificial-Intelligence-AI-Business-Development-Riyadh-Saudi-Arabia,Full TimeFreelance / ProjectVolunteeringRemote,Confidential,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeFreelance / ProjectVolunteeringRemoteExperienced · 2 - 4 Yrs of Exp · males_only · Analyst/Research · Strategy/Consulting · Engineering - Telecom/Technology · Business Development · Planning · AI · Artificial Intelligence · Information Technology (IT)
Demand Planner,https://wuzzuf.net/jobs/p/rMIZa2H0rFPn-Demand-Planner-Sphinx-Glass-Cairo-Egypt,Full TimeOn-site,Sphinx Glass,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Engineering - Other · Engineering · Inventory Management · SAP · demand · inventory · Logistics · Supply Chain
Export Manager – Grains & Agricultural Crops’ End Products and Foodstuff,https://wuzzuf.net/jobs/p/H3OhQFEdixpb-Export-Manager-–-Grains-Agricultural-Crops’-End-Products-and-Foodstuff-Venus-International-Free-Zone-Giza-Egypt,Full TimeOn-site,Venus International Free Zone  ,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 13 Yrs of Exp · males_only · Other · export · grains · Market Research · customs · liase · Financial Management · Quality Management
financial Operation,https://wuzzuf.net/jobs/p/xiThMyKzSPAb-financial-Operation-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Accounting principles · Financial · Accounting Software · Financial Statements · Finance
Senior Network & Security Engineer,https://wuzzuf.net/jobs/p/jAhb2ssBeRdJ-Senior-Network-Security-Engineer-Universities-of-Canada-in-Egypt-Cairo-Egypt,Full TimeOn-site,Universities of Canada in Egypt,"<span class=""css-5wys0k"">New Capital, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · CCNP · Cisco · Computer Engineering · Computer Science · Engineering · Information Technology (IT)
Digital marketing specialist,https://wuzzuf.net/jobs/p/Kox3cXonFAQ0-Digital-marketing-specialist-Some-Skin-Care-Cairo-Egypt,Full TimeOn-site,Some Skin Care ,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3+ Yrs of Exp · females_only · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Creative · Communication · Google Ads
Mechanical Estimator & Draftsman,https://wuzzuf.net/jobs/p/LN3VPTwUnjVm-Mechanical-Estimator-Draftsman-voltflux-electromechanical-works-Dubai-United-Arab-Emirates,Full TimeOn-site,voltflux electromechanical works,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeOn-siteExperienced · 6+ Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Draftsman · HVAC · Mechanical · Mechanical Engineering · Revit · Plumbing · Fire Fighting · CAD
Application Support Specialist,https://wuzzuf.net/jobs/p/SUdjgZ7b2sFz-Application-Support-Specialist-Al-Ahly-Medical-Company-Giza-Egypt,Full TimeOn-site,Al Ahly Medical Company,"<span class=""css-5wys0k"">Giza, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer · Customer Service · Customer Support · Customer Care · business · Information Technology (IT) · ITIL
Project Quality Control lead,https://wuzzuf.net/jobs/p/YNcn6D3BQpNB-Project-Quality-Control-lead-National-Electricity-Technology-Co-Cairo-Egypt,Full TimeOn-site,National Electricity Technology Co.,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · males_only · Quality · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Electrical Engineering · Engineering · ISO · PMP · Quality Assurance · quality · Quality Control
Design Architectural Engineer,https://wuzzuf.net/jobs/p/HzMMXJhlDmwX-Design-Architectural-Engineer-شركة-بديع-Giza-Egypt,Full TimeOn-site,شركة بديع,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Engineering · MVC · Java · Computer Science · Software Development · Design Patterns · SQL · Software
Treasury Accountant,https://wuzzuf.net/jobs/p/w3mnxcCUIEpS-Treasury-Accountant-Event-House-Company-Cairo-Egypt,Full TimeOn-site,Event House Company,"<span class=""css-5wys0k"">Heliopolis, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Banking · Finance · Accounting · Treasury · Treasurer · Financial Analysis · English
Senior Technical Sales Engineer,https://wuzzuf.net/jobs/p/Fj9JFO8xz2mN-Senior-Technical-Sales-Engineer-Asfour-Crystal-Cairo-Egypt,Full TimeOn-site,Asfour Crystal,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Engineering - Mechanical/Electrical · Communication · Sales Target · Engineering · Customer Service · Business Administration
AP Accountant,https://wuzzuf.net/jobs/p/Bn7tWRkGZ7iO-AP-Accountant-NMDC-Cairo-Egypt,Full TimeOn-site,NMDC,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 3 - 5 Yrs of Exp · Accounting/Finance · Banking · Accounting principles · Accounting · Administration · AP · business · Commerce · Construction · CPA
Industrial Engineering officer with experience In GARMENT MANUFACTURING ng Industries,https://wuzzuf.net/jobs/p/EY4zLjcIYDId-Industrial-Engineering-officer-with-experience-In-GARMENT-MANUFACTURING-ng-Industries-Delta-Textile-Egypt-Minya-Egypt,Full TimeOn-site,(Delta Textile Egypt),"<span class=""css-5wys0k"">Minya, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 20 Yrs of Exp · Manufacturing/Production · Engineering - Other · Garments · Industrial Engineering
Phone Appointment Setter,https://wuzzuf.net/jobs/p/QKvN7hlwIRHV-Phone-Appointment-Setter-Generate-Listings-Brisbane-Australia,Full TimeRemote,Generate Listings,"<span class=""css-5wys0k"">Brisbane, <!-- -->Australia </span>",Full TimeRemoteExperienced · 2+ Yrs of Exp · Customer Service/Support · appointment setter · sales development · business development · sales · call centre · call center
SR. Procurement Specialist (Chemical Background),https://wuzzuf.net/jobs/p/s70yQ87UY2Vg-SR-Procurement-Specialist-Chemical-Background-Floortec-Giza-Egypt,Full TimeOn-site,Floortec,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · males_only · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Vendor · Pricing · Logistics · Chemistry
Network Security Engineer,https://wuzzuf.net/jobs/p/Fsf3Jbxi6ViI-Network-Security-Engineer-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · TCP/IP · DNS · DHCP · BGP · Network Security · Networking · VPN
Sr.Technical Support Engineer,https://wuzzuf.net/jobs/p/tUHIFtCvRO4x-SrTechnical-Support-Engineer-Midea-Group-Giza-Egypt,Full TimeOn-site,Midea Group,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · IT · Hardware · Maintenance · Technical Support
Internal Auditor and Quality Assurance,https://wuzzuf.net/jobs/p/HrF01C9mqLv1-Internal-Auditor-and-Quality-Assurance-The-Design-Hub-Cairo-Egypt,Full TimeOn-site,The Design Hub,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Quality · Auditing · Engineering · Finance · Administration · Microsoft Office · Quality Assurance · Quality Control · Risk Management · Management
Organization Development & Performance Manager,https://wuzzuf.net/jobs/p/VpwT34BI5VVJ-Organization-Development-Performance-Manager-Naseej-Cairo-Egypt,Full TimeHybrid,Naseej,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeHybridManager · 10 - 20 Yrs of Exp · Human Resources · OD · Human Resources (HR) · Organization Development · Performance Management · Training and Development · Appraisals · job structure · policies & procedures
HSE Specialist,https://wuzzuf.net/jobs/p/9CIp8tBcYu8f-HSE-Specialist-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Manufacturing/Production · Engineering - Telecom/Technology · Engineering - Other · Health · Health and Safety · HSE · Communication skills · Safety · OSHA · Nebosh
Digital Marketing Executive,https://wuzzuf.net/jobs/p/aTqya1AUjvms-Digital-Marketing-Executive-GPS-Cairo-Egypt,Full TimeOn-site,GPS,"<span class=""css-5wys0k"">Heliopolis, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Digital Marketing · E-Marketing · E-Learning · Marketing · CRM · Market Research · Social Media
cost estimation Engineer,https://wuzzuf.net/jobs/p/WlRazxskZeQM-cost-estimation-Engineer-Delta-Egypt-For-Lighting-Cairo-Egypt,Full TimeOn-site,Delta Egypt For Lighting ,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Engineering · Electrical · Manufacturing Industry
Accountant,https://wuzzuf.net/jobs/p/RmzzDlXxyEMj-Accountant-Remax-Home-Masters-Dakahlia-Egypt,Full TimeOn-site,Remax Home Masters,"<span class=""css-5wys0k"">Mansoura, <!-- -->Dakahlia, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · males_only · Accounting/Finance · Accounting · Finance · excel · MS Excel · Accounting Software · Financial Management · Financial Analysis
Mechanical Engineer,https://wuzzuf.net/jobs/p/QDbQLgeA8wxO-Mechanical-Engineer-ALQIMA-Real-Estate-Development-Damietta-Egypt,Full TimeOn-site,ALQIMA Real Estate & Development,"<span class=""css-5wys0k"">New Damietta, <!-- -->Damietta, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · CAD · Mechanical Engineering · Revit · Mechanical
Purchasing Specialist (Cosmetics),https://wuzzuf.net/jobs/p/n1edc1Jb1EZY-Purchasing-Specialist-Cosmetics-MINISO-LIFE-Cairo-Egypt,Full TimeOn-site,MINISO LIFE,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · English · MS Office · negotiation skills · Purchasing · Logistics · Procurement · Negotiation · Supply Chain · Retail
Purchasing Specialist,https://wuzzuf.net/jobs/p/ORdmbFSrZFcS-Purchasing-Specialist-MINISO-LIFE-Cairo-Egypt,Full TimeOn-site,MINISO LIFE,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · English · MS Office · negotiation skills · Purchasing · Logistics · Procurement · Negotiation · Supply Chain · Retail
General Accountant,https://wuzzuf.net/jobs/p/wY91Wp8c9DYA-General-Accountant-Golds-Gym-Egypt-Cairo-Egypt,Full TimeOn-site,Gold's Gym Egypt,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · males_only · Accounting/Finance · Banking · Accounting · Accounting Software · CMA · CPA · excel · Finance · Financial Analysis · Financial Management
Executive Secretary Administrator,https://wuzzuf.net/jobs/p/4ZAQPu9IDGha-Executive-Secretary-Administrator-ALWAN-AL-ALBARQ-Cairo-Egypt,Full TimeRemote,ALWAN AL ALBARQ ,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeRemoteSenior Management · 5 - 7 Yrs of Exp · Business Development · Project/Program Management · Strategy/Consulting · Management · Business Administration · Administration
Planning Manager.,https://wuzzuf.net/jobs/p/AoKg8854hd1V-Planning-Manager-International-Group-For-Modern-Coating-Alexandria-Egypt,Full TimeOn-site,International Group For Modern Coating ,"<span class=""css-5wys0k"">Bourj Alarab, <!-- -->Alexandria, <!-- -->Egypt </span>",Full TimeOn-siteManager · 10 - 15 Yrs of Exp · males_only · Operations/Management · Manufacturing/Production · Planning · Supply Chain · Inventory Management · Raw Materials · Chemistry · Leadership
Export Sales Officer,https://wuzzuf.net/jobs/p/VFkY5RAmPO39-Export-Sales-Officer-makaremtex-Giza-Egypt,Full TimeOn-site,makaremtex,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Logistics/Supply Chain · Export Sales · Export · Sales
Senior Procurement Officer,https://wuzzuf.net/jobs/p/WcoNn1xYmVS4-Senior-Procurement-Officer-Zewail-City-Giza-Egypt,Full TimeOn-site,Zewail City,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · Procurement · Purchasing · Communication · English · Microsoft Office
Accountant,https://wuzzuf.net/jobs/p/rGWsoQY1JfOh-Accountant-Cairo-Company-For-Engineering-Refrigeration-Cairo-Egypt,Full TimeOn-site,Cairo Company For Engineering & Refrigeration,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · females_only · Accounting/Finance · accountant · Accounting · Finance · Financial Analysis
